title,b_title,desc,has multi,#epis,img_url,epi_urls
"奇妙学校,Cool School",奇妙学校_纪录片_bilibili_哔哩哔哩,你还对世界的变化不闻不问吗？你还在相信经济学家和政客们说全球变暖是个骗局吗？那就跟着这群由来自世界各地学生组成的小队，一起踏上南极这片奇妙的土地。融化的冰川；逐渐消失的南极磷虾；渐渐濒临灭绝的海豹鲸鱼,False,1,http://i0.hdslb.com/bfs/archive/a0cf07db57a63b0bd3790480835985cfb0d2a46e.png,['https://www.bilibili.com/bangumi/play/ep233059/']
"中央公园效应,Birders: The Central Park Effect",中央公园效应_纪录片_bilibili_哔哩哔哩,在全球最繁华的都市之一纽约市，有这样一片生机盎然的绿地，以这片绿地为桥梁，广袤的天空和大地、繁华的都市与野外自然、自由的野生鸟类和城市居民，得以密切的相连——而这里，就是中央公园。得益于中央公园得天独,False,1,http://i0.hdslb.com/bfs/archive/f1eba66bcdea71fc2182c72a2aee7b0cbb805470.png,['https://www.bilibili.com/bangumi/play/ep233045/']
"大风,Big Wind",大风_纪录片_bilibili_哔哩哔哩,全球变暖、清洁能源的呼声响遍全球。人人都振臂高呼要求绿色能源，政府纷纷设立法案，同企业合作推进绿色能源。这出美妙的进行曲，在加拿大安大略却无法继续演奏下去。安大略政府开发风能项目，风车遍布郊野，风起时,False,1,http://i0.hdslb.com/bfs/archive/eafbd315acf761d4eb79fe48a7ffc2668e98bb00.png,['https://www.bilibili.com/bangumi/play/ep233044/']
"植物油燃料,Greasy Rider,燃料",植物油燃料_纪录片_bilibili_哔哩哔哩,几位年轻人驾驶一辆以植物油为燃料的车，穿越美国。在这一行为艺术的背后，是对环境破坏，资源枯竭，消费主义，以及霸权主义的控诉和思考，还有对未来生活方式的探索。,False,1,http://i0.hdslb.com/bfs/archive/98f43a142c7a1f9cbc009b65353137b7d3d52792.png,['https://www.bilibili.com/bangumi/play/ep230357/']
"美是什么,What is beauty,艺术",美是什么_纪录片_bilibili_哔哩哔哩,在这个视觉震撼的节目中，着名的艺术评论家马修·科林斯带我们对艺术美的主题进行了深思熟虑的非凡探索。科林斯探索永恒的原则，解释了我们从皮耶罗·德拉·弗朗西斯卡，米开朗基罗，马格利特，高更和美国艺术家罗伯,False,1,http://i0.hdslb.com/bfs/archive/aeb5af8768e9e812dd4061facc31e9ff5f01aebf.png,['https://www.bilibili.com/bangumi/play/ep225572/']
"欺凌事件,Bullies,校园欺凌",欺凌事件：第1集_纪录片_bilibili_哔哩哔哩,在世界范围内，欺凌事件的发生频率正在持续上升。学校、公司和网络世界是欺凌事件的高发地带，而且，事件的破坏性较之从前有过之而无不及。然而，无论是何种形式的欺凌、打架、讥讽，施暴者一定是处于某种理由才会这,True,3,http://i0.hdslb.com/bfs/archive/7313918f9d58d5d7c2d02fa3cb3b7930596b8fee.png,"['https://www.bilibili.com/bangumi/play/ep225642/', 'https://www.bilibili.com/bangumi/play/ep225643', 'https://www.bilibili.com/bangumi/play/ep225644']"
"走进克拉里奇酒店,Inside Claridge's",走进克拉里奇酒店：第1集_纪录片_bilibili_哔哩哔哩,克拉里奇酒店位于伦敦梅菲尔区的中心，是一家受皇室名流青睐的五星级豪华酒店，该酒店的行事风格独树一帜，一些客人会愿意花一辆小轿车的价钱在这里住上一晚，享受其持久的魅力，在其漫长的历史中克拉里奇酒店还是第,True,3,http://i0.hdslb.com/bfs/archive/b34414e4437af6ed6374fc34471e99e2ce455e31.png,"['https://www.bilibili.com/bangumi/play/ep216634/', 'https://www.bilibili.com/bangumi/play/ep216635', 'https://www.bilibili.com/bangumi/play/ep216636']"
"涟漪效应 第一季,The Ripple Effect S1",涟漪效应 第一季：第1集_纪录片_bilibili_哔哩哔哩,就像石头掉进池塘泛起涟漪，有些个体的影响深远的在海洋和时间中泛起涟漪，这就是涟漪效应。在这季的涟漪效应里，我们近距离接触了创始人们，他们是塑造了极限运动和青年文化的先驱。GoPro的创始人尼克·伍德曼,True,6,http://i0.hdslb.com/bfs/archive/fa313110ac9553df97471006e23ed8438e69b77d.png,"['https://www.bilibili.com/bangumi/play/ep216015/', 'https://www.bilibili.com/bangumi/play/ep216016', 'https://www.bilibili.com/bangumi/play/ep216017', 'https://www.bilibili.com/bangumi/play/ep216018', 'https://www.bilibili.com/bangumi/play/ep216019', 'https://www.bilibili.com/bangumi/play/ep216020']"
"东北虎,Amur Tiger",东北虎_纪录片_bilibili_哔哩哔哩,在俄罗斯的远东地区的锡霍特山麓，分布着广袤的乌苏里原始森林里，栖息着陆地上最大的野生猫科动物、俄罗斯阿穆尔虎、在中国我们叫作东北虎，如今却已濒临灭绝。而人们却从未见过东北虎自然死亡的遗骸，这到底是为什,False,1,http://i0.hdslb.com/bfs/archive/841bfe1e68335643b74643f638ecae5dc06fe13d.jpg,['https://www.bilibili.com/bangumi/play/ep212821/']
"90分钟环游世界,AROUND THE WORLD IN 90 MINUTES,环游世界",90分钟环游世界_纪录片_bilibili_哔哩哔哩,本片将以一个全新的视角观察这个美丽又独特的星球——地球家园。第一位进入太空的人类是尤里·加加林，是他发现了地球原来是一颗蓝色的水球。此后，我们看待这个世界的角度彻底改变。我们开始努力探索宇宙，却对自己,False,1,http://i0.hdslb.com/bfs/archive/48c183499cae6ba382903312f1139b1e9ccca8be.png,['https://www.bilibili.com/bangumi/play/ep211392/']
"长城秘史,The Great Wall Of China: The Hidden Story,长城",长城秘史_纪录片_bilibili_哔哩哔哩,这是工程史上的里程碑，是世界上最具标志性的人造建筑之一。中国长城，是世界奇迹之首，比其他建筑耗费更多的时间、人力和资源。为什么中国人花费如此大力气建造它呢？长城是由血汗建造而成...是什么秘诀，使它能,False,1,http://i0.hdslb.com/bfs/archive/400d5114ec2f519b04c550166c664e2b2f8a03da.png,['https://www.bilibili.com/bangumi/play/ep207152/']
"蒙娜丽莎的秘密,The Mona Lisa Mystery,蒙娜丽莎",蒙娜丽莎的秘密_纪录片_bilibili_哔哩哔哩,"她是世界上最著名的艺术作品，她的名字是阴谋的同义词，她的表情守卫了五个世纪的秘密。蒙娜丽莎并不总是一个名人，直到被偷走她才站到了聚光灯下。在她消失的时候，第二个蒙娜丽莎出现了。
列奥纳多·达·芬奇把世",False,1,http://i0.hdslb.com/bfs/archive/a3e696ab4e5eecf80744585019983120e1767416.png,['https://www.bilibili.com/bangumi/play/ep206011/']
"蜂鸟-珍贵的使者,Hummingbirds Jewelled Messengers,蜂鸟信使",蜂鸟-珍贵的使者_纪录片_bilibili_哔哩哔哩,蜂鸟，是世界上体型最小的一种鸟类。它们大多数生活在中南美洲，以各种花朵的花蜜为食，并帮助各个种类的花朵进行传粉工作。虽然它们体型小，体内却蕴含着巨大的能量。每到天气寒冷的冬天，就会有大批量的蜂鸟从北方,False,1,http://i0.hdslb.com/bfs/archive/31b0d662b045f9c405a72904f039d685d83daa4c.png,['https://www.bilibili.com/bangumi/play/ep206009/']
"圣诞大乐高,A Big Lego Christmas,乐高",圣诞大乐高_纪录片_bilibili_哔哩哔哩,来看看位于丹麦比伦德的著名而神秘的乐高总部，员工们正在全力以赴建造有史以来最大的圣诞大乐高。前往伦敦莱斯特广场，参加世界上最大的乐高商店的盛大开幕仪式。跟随英国唯一的乐高认证的专业公司，见证其创造史上,False,1,http://i0.hdslb.com/bfs/archive/7b02589c6c7a03af31c36e9b9c87ee771ae27f0c.png,['https://www.bilibili.com/bangumi/play/ep205856/']
"疯狂卫生间,Insane Bathrooms 1 Pilot,卫生",疯狂卫生间_纪录片_bilibili_哔哩哔哩,你家中最为隐秘的空间现在也许要变成作为公开的了。卫生间一直是科学技术与艺术造就相结合的奇妙空间。疯狂卫生间带你领略世界上最为先进的卫生间，和它们怪咖而传奇的主人。这些卫生间造价5000到50万美元不等,False,1,http://i0.hdslb.com/bfs/archive/e9aefb90c082dfb3ed604dfa14f9d42d1db809a8.png,['https://www.bilibili.com/bangumi/play/ep205837/']
"巧克力瘦身法,The Chocolate Diet - A Scientific Hoax Goes Viral",巧克力瘦身法_纪录片_bilibili_哔哩哔哩,一个德国记者团队，跟记者和科学家联手，捏造一份证明巧克力能瘦身的科研报告，这一新闻引起轩然大波。科研数据经过多次调换处理，通过金钱运作和商业传播，这份报告最终得以在著名科研杂志上发表，并通过各大媒体传,False,1,http://i0.hdslb.com/bfs/archive/750f283c734d854b7a7f89a3a0194cb96e8b5a3e.png,['https://www.bilibili.com/bangumi/play/ep205414/']
"公平的代价,The Price of Fairness",公平的代价_纪录片_bilibili_哔哩哔哩,公平是人类世界普遍接受的社会道德之一。可是，不公平处处可见：教育资源分配不均、工资水平差异大、警察倾向于相信白人女性而非黑人女性... 在本片中，社会各界人士将会探讨社会普遍存在、却鲜为人们察觉的不公,False,1,http://i0.hdslb.com/bfs/archive/64e4a9705da8e35328afdee28b97a370c6d05e1f.png,['https://www.bilibili.com/bangumi/play/ep205412/']
"午睡的艺术,THE ART OF NAPPING",午睡的艺术_纪录片_bilibili_哔哩哔哩,在大部分西方国家里，午睡历来被看成是一种懒惰的习惯，为人所不耻。在西班牙这个欧洲午睡的发源地，加泰罗尼亚政府已经废除了午休作息制。虽然如此，这种观点目前却正在慢慢改变。越来越多的西方人开始推崇午睡，认,False,1,http://i0.hdslb.com/bfs/archive/6930d169b598ba447374afa08d2b4a3ea901d88f.png,['https://www.bilibili.com/bangumi/play/ep204765/']
"有序与无序,Order and Disorder,秩序与混乱",有序与无序：第1集_纪录片_bilibili_哔哩哔哩,人类到底是如何获得改变行星地球的巨大力量的？在外太空遥望地球的夜景，就能见证到人类对能量的掌控和利用，以及它对人类存在的重要性。谁都离不开能量。我们用能量修建容身庇护之所，为房屋照明，更重要的是，对与,True,2,http://i0.hdslb.com/bfs/archive/d60fb67417191912e88c7d11a043b3ca50797ad4.png,"['https://www.bilibili.com/bangumi/play/ep203928/', 'https://www.bilibili.com/bangumi/play/ep203929']"
"上帝的细胞,The God Cells",上帝的细胞_纪录片_bilibili_哔哩哔哩,胎儿干细胞，取自未出生就被遗弃的“被堕”胎儿，全世界每年都有四千万双还未睁开就永远闭上的眼睛，堕胎反对者称之为“谋杀”；胎儿干细胞，有治愈多种疾病的奇效，从肌肉、血管硬化症到自闭症，让卧床不起的病人重,False,1,http://i0.hdslb.com/bfs/archive/8def2d800fffcfb5a96989e61dd019791a430482.png,['https://www.bilibili.com/bangumi/play/ep197922/']
"白宫隐秘,The Hidden White House",白宫隐秘_纪录片_bilibili_哔哩哔哩,纪录片《白宫隐秘》向观众揭开了许多不为公众所知的、有关白宫的隐秘之事。从白宫的安全保护，内部格局，到相关历史。多位在白宫工作过的人士亲自述说了自己在白宫的工作经历和体会，其中有著名的前白宫发言人阿里·,False,1,http://i0.hdslb.com/bfs/archive/c34eb973e876d5df97eebc05727826702cfa9864.png,['https://www.bilibili.com/bangumi/play/ep197903/']
"神奇的月球,Wonders of the Moon",神奇的月球_纪录片_bilibili_哔哩哔哩,"血月、超级月亮和月全食。bilibili & BBC联合出品的《神奇的月球》带你探索月球之美，了解它对我们自然世界的影响。
夜间拍摄月亮很难，但是，新式的低照度摄影机和数码望远镜终于能捕捉到在自然光下",False,1,http://i0.hdslb.com/bfs/bangumi/557ef348131a9a5f1313f14674391b5d750e3bb0.png,['https://www.bilibili.com/bangumi/play/ep193265/']
"睡眠科学,The Science of Sleep",睡眠科学_纪录片_bilibili_哔哩哔哩,长期以来，睡眠一直被视为人体充电的一种方式。但如果它能控制我们的体重，处理我们的记忆，以及帮助我们战胜像阿尔茨海默症这样的疾病呢？让我们一起周游世界，研究革命性的新技术是如何将沉睡的大脑作为一种充满活,False,1,http://i0.hdslb.com/bfs/archive/e8c91bf34553f346f756fe7e75d0a39f622e5f8b.png,['https://www.bilibili.com/bangumi/play/ep192433/']
"亿万花市,The Billion Dollar Flower Market",亿万花市_纪录片_bilibili_哔哩哔哩,英国是世界上第四大花卉消费国，可是大多数消费者都不知道，他们在英国花卉市场所购鲜花中的绝大部分，都是从以荷兰为首的花卉生产国进口的。与荷兰相比，英国的花卉栽培人员、繁殖技术和市场份额完全是小巫见大巫，,False,1,http://i0.hdslb.com/bfs/archive/85d95b04958c0a89885d2b06637a5217e190e1ad.png,['https://www.bilibili.com/bangumi/play/ep192434/']
"【纪录片】机械奇迹：发条装置之梦-Mechanical Marvels: Clockwork Dreams,机器,纪录片,发条装置,齿轮,纪录片,人文·历史,哔哩哔哩,Bilibili,B站,弹幕",【纪录片】机械奇迹：发条装置之梦-Mechanical Marvels: Clockwork Dreams_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,剑桥大学教授西蒙·谢弗将带来鲜为人知的故事。关于早期的机器人——发条装置组成的机器。这些模仿生物行为而设计的作品。这部影片将过去的细节还原，我们将知道这些杰作是如何制造出的。西蒙周游欧洲，发现了这些机器的历史，他将为我们展示最杰出的作品。比如工作城市装置，可以写字的男孩，甚至还有可以下象棋的机器。这些机器在如今，仍能使我们叹为观止。西蒙还介绍了关于机器制作的细节，工匠的生活，机器在全球贸易和工业革,False,1,http://i1.hdslb.com/bfs/archive/0915b51dede3d3b96ebf774b34c46e7b40c714ac.png,['https://www.bilibili.com/video/av17930327']
"泡泡中的科学,The Science of Bubbles",泡泡中的科学_纪录片_bilibili_哔哩哔哩,泡泡是我们生活中司空见惯的事物。它们有的是薄如蝉翼、闪耀着七彩光芒的肥皂泡泡，是孩子们爱不释手的玩具；它们有的仅仅是在水中被激起的气泡，在冒出水面时寿命便戛然而止。但在科学家们眼中，泡泡是拥有极高科研,False,1,http://i0.hdslb.com/bfs/archive/2f8f5ed8335cf04541cf40e0f940b3d79521acae.png,['https://www.bilibili.com/bangumi/play/ep192302/']
"伴随贝多芬起舞,Dancing Beethoven",伴随贝多芬起舞_纪录片_bilibili_哔哩哔哩,交响芭蕾舞作品《贝多芬第九交响曲》是瑞士洛桑贝嘉芭蕾舞团的一部杰作。《伴随贝多芬起舞》向我们展示了这部芭蕾舞剧的历史、这一次多元文化呈现所面临的挑战、舞者们辛勤而高效的排练，以及洛桑贝嘉芭蕾舞团、 东,False,1,http://i0.hdslb.com/bfs/archive/786835f13e56e122f81eb3ba03beec0ab736a1bf.jpg,['https://www.bilibili.com/bangumi/play/ep150729/']
"【纪录片】希特勒的奥林匹克运动会 Hilter's Olympics,希特勒,Hilter's Olympics,纪录片,人文·历史,哔哩哔哩,Bilibili,B站,弹幕",【纪录片】希特勒的奥林匹克运动会 Hilter's Olympics_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2016年8月将迎来1936柏林奥运会80周年庆。记录片将告知观众奥运会历史上一个伟大的时刻以及纳粹党不断增长的力量。,False,1,http://i2.hdslb.com/bfs/archive/38556fb1f4b8205426934c05009b8ef45f81fbcb.png,['https://www.bilibili.com/video/av17046643']
"【纪录片】路易威登：品牌背后的故事-Vuitton : Behind the Scenes,服饰,时尚,品牌,LV,大牌,奢侈品,买买买,路易威登,纪录片,人文·历史,哔哩哔哩,Bilibili,B站,弹幕",【纪录片】路易威登：品牌背后的故事-Vuitton : Behind the Scenes_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,本片带你进入路易威登香舍丽榭大街的旗舰店，然后带你进入生产第一线，看看整个的生产流程，以及路易威登的维修部门，感受一下它超级爽的售后服务。然后到全球最潮流的旗舰店逛逛——Tokyo’s ultra-chic store，还可以看到各路明星大牌，比如凯特布兰切特（戛纳影后）。,False,1,http://i1.hdslb.com/bfs/archive/42949d9431b65e82ee9fb815ed4e5145824b9141.png,['https://www.bilibili.com/video/av16622986']
"【纪录片】教室的秘密 Classroom Secrets,纪录片,纪录片,人文·历史,哔哩哔哩,Bilibili,B站,弹幕",【纪录片】教室的秘密 Classroom Secrets_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,对于家长们来说，孩子们的日常课堂内容虽然遥远，却让他们异常牵挂。所以，为了仔细观察孩子们的课堂表现，家长和学校一致同意，在教室里安装摄像机，拍下孩子们的课堂表现，可孩子们的表现却让家长们哭笑不得——家里人的乖宝宝摇身一变成了课堂上的熊孩子。这个结果让家长们大跌眼镜。在看过监控录像之后，家长们开始反思自己的教育方式，和老师们深入交流行之有效的教育方法，为孩子们未来的发展打下更加坚实的基础。,False,1,http://i1.hdslb.com/bfs/archive/fafcddaebb9b4d61828c663a6dba3104ec950df8.png,['https://www.bilibili.com/video/av16801621']
"大脑的音乐,The Musical Brain",大脑的音乐_纪录片_bilibili_哔哩哔哩,我们从子宫到坟墓，都离不开音乐的影响。这部纪录片探讨了音乐在人类大脑发展中的作用。研究了音乐对处在新生儿重症监护病房的早产儿的影响，以及对发育中的儿童（包括莫扎特效应的讨论）的影响，以及探讨音乐治疗对,False,1,http://i1.hdslb.com/bfs/archive/a9adbd954856f31e270998feab26cf8715c68371.png,['https://www.bilibili.com/bangumi/play/ep126238/']
"皇室艺踪,Royal Paintbox,皇室畫廊",皇室艺踪_纪录片_bilibili_哔哩哔哩,在英国的历史长卷中，除了弄权和战争，在英国皇室中源远流长的还有对艺术和美的追求。壮丽的温莎城堡沉睡着各代皇室成员的艺术珍藏：玛丽王后虽败，但匠心独具，飞针走线，壮志情怀在针下翩跹；“疯王”乔治三世明察,False,1,http://i2.hdslb.com/bfs/archive/b31017ebe4f5d51b87f73431f390ed289514a125.png,['https://www.bilibili.com/bangumi/play/ep126232/']
"手工作坊的秘密,Workshops’ Secrets",手工作坊的秘密_纪录片_bilibili_哔哩哔哩,探寻法国的工匠精神，看看世界级别的手工艺大师如何用木头玻璃皮革以及其他你能想象的材料缔造了路易威登，尚美巴黎等一系列品牌地。,False,1,http://i2.hdslb.com/bfs/archive/c35e4a648037e81a0ba1b88d26f231bc669ba2eb.png,['https://www.bilibili.com/bangumi/play/ep123391/']
"作弊的真相,The Truth About Cheating",作弊的真相_纪录片_bilibili_哔哩哔哩,这是家长们梦寐以求的一刻，那些年辅导的家庭作业，所有花在学费和书本的钱，都将得到回报了。但是，直到你看到孩子们为达到目的玩的一些小把戏。想怎么作弊就怎么作弊，它能让你成为一个更厉害的人。专家们也说，想,False,1,http://i1.hdslb.com/bfs/archive/5c3433c4951f22e62ff9bc2fcbf9c4ade42a1261.png,['https://www.bilibili.com/bangumi/play/ep120504/']
"猫女士,Cat Ladies",猫女士_纪录片_bilibili_哔哩哔哩,现代人的生活压力越来越大，喜欢养猫和撸猫的人也越来越多。有这么一群单身独居的女性，既是因为孤单，也是因为爱猫，她们选择了与常人截然不同的生活方式—在家里养了大量的猫。她们似乎是被外面的世界放弃，她们同,False,1,http://i0.hdslb.com/bfs/archive/823538d90042fbaf9169fe7686e563e1b67ef615.png,['https://www.bilibili.com/bangumi/play/ep120478/']
"量子力学揭密,The Secrets of Quantum Physics,量子的故事",量子力学揭密：第1集_纪录片_bilibili_哔哩哔哩,量子力学作为物理学的经典理论，同相对论一起被认为是现代物理学的两大基础支柱。19世纪末，经典力学和经典电动力学在描述微观系统时的不足越来越明显。量子力学是在20世纪初由马克斯·普朗克、尼尔斯·玻尔、埃,True,2,http://i0.hdslb.com/bfs/archive/e816d822bacae25ba954a28cfa2f5f9902dc1c37.png,"['https://www.bilibili.com/bangumi/play/ep120460/', 'https://www.bilibili.com/bangumi/play/ep120461']"
"时间的奥秘,Ultimate Secrets Of Time",时间的奥秘_纪录片_bilibili_哔哩哔哩,如何知晓我们所剩的寿命？通过一系列小故事，探索时间的奥秘。时间究竟是什么？我们将走访世界最著名的地标性钟表建筑--大本钟，进而探究机械时钟的原理。此外，我们还会拜会研究时间的物理学家，探讨停止时间是否,False,1,http://i2.hdslb.com/bfs/archive/78410d0c8dfc04f1fb96e8fc4fb1ff02cf8a56a7.jpg,['https://www.bilibili.com/bangumi/play/ep120408/']
"【纪录片】五大湖 How The Earth Was Made_Great Lakes  （2009）,五大湖 历史频道,纪录片,人文·历史,哔哩哔哩,Bilibili,B站,弹幕",【纪录片】五大湖 How The Earth Was Made_Great Lakes  （2009）_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,北美五大湖，即苏必利尔湖、密歇根湖、休伦湖、伊利湖和安大略湖，是世界上最大的淡水湖群。其淡水储量占世界总量的20%，供养着10%的美国人，灌溉着中西部全部的农作物。它是世界上最伟大的自然奇观之一。其成因，是困扰了科学家们许久的世纪难题。本集中，我们将潜入地下的大型盐矿，穿过尼亚加拉大瀑布的激流，攀上瑞士高耸的冰川，探索五大湖形成的奥秘。,False,1,http://i1.hdslb.com/bfs/archive/6dc878b0e2ca7c4bff063d2e049800500129c690.jpg,['https://www.bilibili.com/video/av16071416']
